id,titulo,anio,editorial_institucion,tipo_doc,pais,departamento,nombre_revista_compilacion,numero_revista,autor,ciudad,temas,url,obs,img,file_img
205,Violencia a niñas y adolescentes en las calles de El Alto,2010,PIEB,reseña,Bolivia,La Paz,T'inkazos,28,Brañez P.,El Alto,"salud sexual,género,violencia",http://www.pieb.com.bo/2016/BPIEB/BPIEBT_Tinkazos_28.pdf,,https://labtecnosocial.org/explora-bib/urbana/205.jpeg,205.jpeg
206,El 11 de enero en Cochabamba: Apuntes para explicar los significados de la violencia racista,2010,CEDIB,ensayo,Bolivia,Cochabamba,Villa Libre. Cuadernos de estudios sociales urbanos,6,Esposito C.,Cochabamba,"discriminación,segregación socioespacial",https://www.cedib.org/biblioteca/villalibre_no_6_nuestras_ciudades_y_sus_muros/,,https://labtecnosocial.org/explora-bib/urbana/206.jpeg,206.jpeg
207,Indígenas periurbanos: Espacios de marginalidad en la ciudad de Cochabamba,2010,CEDIB,articulo de investigación,Bolivia,Cochabamba,Villa Libre. Cuadernos de estudios sociales urbanos,6,"Cielo C.,Cespedes R.",Cochabamba,"indígenas urbanos,desigualdad",https://www.cedib.org/biblioteca/villalibre_no_6_nuestras_ciudades_y_sus_muros/,,https://labtecnosocial.org/explora-bib/urbana/207.jpeg,207.jpeg
208,"Jóvenes, miedo y espacio urbano en Cochabamba",2010,CEDIB,articulo de investigación,Bolivia,Cochabamba,Villa Libre. Cuadernos de estudios sociales urbanos,6,"Rodriguez Ostria G.,Solares H.,Zabala M.",Cochabamba,"imaginarios urbanos,juventud",https://www.cedib.org/biblioteca/villalibre_no_6_nuestras_ciudades_y_sus_muros/,,https://labtecnosocial.org/explora-bib/urbana/208.jpeg,208.jpeg
209,El 24 de Mayo de 2008 en Sucre: La exacerbación del racismo,2010,CEDIB,articulo de investigación,Bolivia,Cochabamba,Villa Libre. Cuadernos de estudios sociales urbanos,6,Calla A.,Sucre,"discriminación,segregación socioespacial",https://www.cedib.org/biblioteca/villalibre_no_6_nuestras_ciudades_y_sus_muros/,,https://labtecnosocial.org/explora-bib/urbana/209.jpeg,209.jpeg
210,Los mojeños trinitarios entre lo rural y lo urbano,2010,CEDIB,articulo de investigación,Bolivia,Cochabamba,Villa Libre. Cuadernos de estudios sociales urbanos,6,Bogado D.,Santa Cruz,"indígenas urbanos,desigualdad",https://www.cedib.org/biblioteca/villalibre_no_6_nuestras_ciudades_y_sus_muros/,,https://labtecnosocial.org/explora-bib/urbana/210.jpeg,210.jpeg
211,Organizaciones urbanas. ¿Un nuevo sujeto político?,2010,CEDIB,articulo de investigación,Bolivia,Cochabamba,Villa Libre. Cuadernos de estudios sociales urbanos,5,Torrico E.,Urbanización boliviana,"participación social,barrios populares",https://cedib.org/wp-content/uploads/2011/03/VillaLibre-5.pdf,,https://labtecnosocial.org/explora-bib/urbana/211.jpeg,211.jpeg
212,El barrio popular. Del axioma al sofisma,2010,CEDIB,ensayo,Bolivia,Cochabamba,Villa Libre. Cuadernos de estudios sociales urbanos,5,Avendaño F.,Urbanización boliviana,barios populares,https://cedib.org/wp-content/uploads/2011/03/VillaLibre-5.pdf,,https://labtecnosocial.org/explora-bib/urbana/212.jpeg,212.jpeg
213,Política Comunitaria y Rebelión en El Alto,2010,CEDIB,ensayo,Bolivia,Cochabamba,Villa Libre. Cuadernos de estudios sociales urbanos,5,Linsalata L.,El Alto,"barrios populares,movimientos sociales",https://cedib.org/wp-content/uploads/2011/03/VillaLibre-5.pdf,,https://labtecnosocial.org/explora-bib/urbana/213.jpeg,213.jpeg
214,"Las Juntas Vecinales de El Alto, entre la institucionalidad y la rebelión",2010,CEDIB,articulo de investigación,Bolivia,Cochabamba,Villa Libre. Cuadernos de estudios sociales urbanos,5,"Deledicque M.,Contartese D.",El Alto,"barrios populares,movimientos sociales",https://cedib.org/wp-content/uploads/2011/03/VillaLibre-5.pdf,,https://labtecnosocial.org/explora-bib/urbana/214.jpeg,214.jpeg
215,"El ayllu reterritorializado y su taypi, la ciudad de El Alto",2010,CEDIB,ensayo,Bolivia,Cochabamba,Villa Libre. Cuadernos de estudios sociales urbanos,5,Yepez O.,El Alto,barrios populares,https://cedib.org/wp-content/uploads/2011/03/VillaLibre-5.pdf,,https://labtecnosocial.org/explora-bib/urbana/215.jpeg,215.jpeg
216,Plan 3000: Bastión rebelde del oriente boliviano,2010,CEDIB,articulo de investigación,Bolivia,Cochabamba,Villa Libre. Cuadernos de estudios sociales urbanos,5,Chavez M.,Santa Cruz,"discriminación,barrios populares,movimientos sociales",https://cedib.org/wp-content/uploads/2011/03/VillaLibre-5.pdf,,https://labtecnosocial.org/explora-bib/urbana/216.jpeg,216.jpeg
217,Plan 3000: Resistencia y cambio social en el corazón del racismo,2010,CEDIB,ensayo,Bolivia,Cochabamba,Villa Libre. Cuadernos de estudios sociales urbanos,5,Zibechi R.,Santa Cruz,"discriminación,barrios populares,movimientos sociales",https://cedib.org/wp-content/uploads/2011/03/VillaLibre-5.pdf,,https://labtecnosocial.org/explora-bib/urbana/217.jpeg,217.jpeg
218,Estado de la investigación sobre la Metrópoli Andina de La Paz,2010,IDIS - UMSA,ensayo,Bolivia,La Paz,Temas Sociales,30,Blanco C.,La Paz,investigación urbana,https://repositorio.umsa.bo/handle/123456789/16255,,https://labtecnosocial.org/explora-bib/urbana/218.png,218.png
219,Colomi. Ciudad intermedia. Municipio Andino Amazónico,2010,IIACH - UMSS,libro,Bolivia,Cochabamba,,,Equipo de Investigadores del Instituto de Investigaciones de Arquitectura,Colomi,organización socioespacial,https://www.iiach.org/copia-de-publicaciones-en-el-tiempo?lightbox=dataItem-kcigyw611,,https://labtecnosocial.org/explora-bib/urbana/219.jpeg,219.jpeg
220,"""Las mutantes fronteras intersticiales del espacio público"" Donde lo público y privado se resuelve",2010,IIACH - UMSS,boletín,Bolivia,Cochabamba,Boletín. Apoyo a la investigación ASDI-UMSS-IIA,5,Bolivar H.,Urbanización boliviana,espacio público,https://www.iiach.org/copia-de-publicaciones-en-el-tiempo-2,,https://labtecnosocial.org/explora-bib/urbana/220.jpeg,220.jpeg
221,"Género, Vivienda y Hábitat. Estado de la Situación en Bolivia. Una propuesta de índice de Cumplimiento del Derecho a un Hábitat y una Vivienda Adecuados con Perspectiva de género",2010,Red Habitat,libro,Bolivia,La Paz,,,Groulx B.,Urbanización boliviana,"vivienda,género",http://35.231.160.168/wp-content/uploads/2021/03/RED-HABITAT-TEXTO_FINAL_INDICADORES_ok.pdf,,https://labtecnosocial.org/explora-bib/urbana/221.jpeg,221.jpeg
222,Política e identidad en Cochabamba,2011,CESU - UMSS,reseña,Bolivia,Cochabamba,Decursos,23,"Dulon J.,Omonte A.",Cochabamba,"política,identidad",https://drive.google.com/drive/folders/1GJYWc0gOEXgcIdKDFeLLSFT28qJSaO_r,,https://labtecnosocial.org/explora-bib/urbana/222.jpeg,222.jpeg
223,"Suelo urbano, vulnerabilidad y riesgo de desastres. Estudio de caso: región metropolitana de Cochabamba, Bolivia. (Bolivar H.)",2011,CESU - UMSS,reseña,Bolivia,Cochabamba,Decursos,23,Solares H.,Cochabamba,"uso de suelo,riesgo",https://drive.google.com/drive/folders/1GJYWc0gOEXgcIdKDFeLLSFT28qJSaO_r,,https://labtecnosocial.org/explora-bib/urbana/223.jpeg,223.jpeg
224,(Re)construcción de la ciudadanía de las mujeres migrantes en ámbitos urbanos,2011,CESU - UMSS,articulo de investigación,Bolivia,Cochabamba,Decursos,24,Soruco A.,Cochabamba,"género,migración",https://drive.google.com/drive/folders/1GJYWc0gOEXgcIdKDFeLLSFT28qJSaO_r,,https://labtecnosocial.org/explora-bib/urbana/224.jpeg,224.jpeg
225,"La ciudad de los cholos. Mestizaje y colonialidad en Bolivia, siglos XIX y XX",2011,"IFEA,PIEB",libro,Perú,Lima,,,Soruco X.,"La Paz,El Alto",identidad,https://drive.google.com/file/d/1Tl5CgTdmLjoOKkKzraqQSYIlwBNURjC0/view,,https://labtecnosocial.org/explora-bib/urbana/225.jpeg,225.jpeg
226,El nuevo rostro urbano de Bolivia,2011,CIDES - UMSA,ensayo,Bolivia,La Paz,"Ciudades en transformación. Disputas por el espacio, apropiación de la ciudad y prácticas de la ciudadanía",,Torrico E.,Urbanización boliviana,desigualdad,https://renaseh-odhva.org/wp-content/uploads/2021/04/2011-Ciudades-en-transformacio%cc%81n.pdf,,https://labtecnosocial.org/explora-bib/urbana/226.jpeg,226.jpeg
227,Estado de las metrópolis. Metrópolis sin Estado,2011,CIDES - UMSA,ensayo,Bolivia,La Paz,"Ciudades en transformación. Disputas por el espacio, apropiación de la ciudad y prácticas de la ciudadanía",,Blanco C.,"Cochabamba,La Paz,Santa Cruz",metropolización,https://renaseh-odhva.org/wp-content/uploads/2021/04/2011-Ciudades-en-transformacio%cc%81n.pdf,,https://labtecnosocial.org/explora-bib/urbana/227.jpeg,227.jpeg
228,Desastres naturales: construyendo y re-construyendo resiliencias,2011,CIDES - UMSA,articulo de investigación,Bolivia,La Paz,"Ciudades en transformación. Disputas por el espacio, apropiación de la ciudad y prácticas de la ciudadanía",,Salamanca L.,La Paz,"riesgos,vivienda,desigualdad",https://renaseh-odhva.org/wp-content/uploads/2021/04/2011-Ciudades-en-transformacio%cc%81n.pdf,,https://labtecnosocial.org/explora-bib/urbana/228.jpeg,228.jpeg
229,"Cultura ciudadana: Espacio público, educación y participación ciudadana",2011,CIDES - UMSA,ensayo,Bolivia,La Paz,"Ciudades en transformación. Disputas por el espacio, apropiación de la ciudad y prácticas de la ciudadanía",,Mendoza H.,La Paz,cultura,https://renaseh-odhva.org/wp-content/uploads/2021/04/2011-Ciudades-en-transformacio%cc%81n.pdf,,https://labtecnosocial.org/explora-bib/urbana/229.jpeg,229.jpeg
230,Herramientas para evaluar el impacto espacial generado por el comercio y los servicios al por menor en el municipio Cercado de Cochabamba,2011,CIDES - UMSA,ensayo,Bolivia,La Paz,"Ciudades en transformación. Disputas por el espacio, apropiación de la ciudad y prácticas de la ciudadanía",,Maldonado C.,Cochabamba,comercio,https://renaseh-odhva.org/wp-content/uploads/2021/04/2011-Ciudades-en-transformacio%cc%81n.pdf,,https://labtecnosocial.org/explora-bib/urbana/230.jpeg,230.jpeg
231,Discurso y práctica discursiva sobre mejoramiento habitacional y participación social,2011,CIDES - UMSA,ensayo,Bolivia,La Paz,"Ciudades en transformación. Disputas por el espacio, apropiación de la ciudad y prácticas de la ciudadanía",,Landaeta G.,Urbanización boliviana,"vivienda,participación social",https://renaseh-odhva.org/wp-content/uploads/2021/04/2011-Ciudades-en-transformacio%cc%81n.pdf,,https://labtecnosocial.org/explora-bib/urbana/231.jpeg,231.jpeg
232,Apuntes sobre semiología urbana y conformación de identidades en el espacio cochabambino,2011,CIDES - UMSA,ensayo,Bolivia,La Paz,"Ciudades en transformación. Disputas por el espacio, apropiación de la ciudad y prácticas de la ciudadanía",,Zabaleta R.,Cochabamba,identidad,https://renaseh-odhva.org/wp-content/uploads/2021/04/2011-Ciudades-en-transformacio%cc%81n.pdf,,https://labtecnosocial.org/explora-bib/urbana/232.jpeg,232.jpeg
233,"Y tú, ¿de qué raza eres? La construcción social de lo racial desde una visión de las y los universitarios de la ciudad de La Paz",2011,PIEB,libro,Bolivia,La Paz,,,"Benavides M.,Serrano M.",La Paz,discriminación,https://www.academia.edu/44472819/Y_t%C3%BA_de_qu%C3%A9_razas_eres_La_construcci%C3%B3n_social_de_lo_racial_desde_la_visi%C3%B3n_de_las_y_los_universitarios_de_la_ciudad_de_La_Paz,,https://labtecnosocial.org/explora-bib/urbana/233.jpeg,233.jpeg
234,"""Paradorcito eres, ¿no?"" Radiografía de la violencia escolar en La Paz y El Alto",2011,PIEB,libro,Bolivia,La Paz,,,"Mollericona J.,Copa J.,Cadena M.","La Paz,El Alto","violencia,niñez",https://docplayer.es/11931632-Paradorcito-eres-no-radiografia-de-la-violencia-escolar-en-la-paz-y-el-alto.html,,https://labtecnosocial.org/explora-bib/urbana/234.jpeg,234.jpeg
235,Qamiris aymaras. Desplazamiento e inclusión de élites andinas en la ciudad de Oruro,2011,PIEB,libro,Bolivia,La Paz,,,"Llanque R.,Villca E.",Oruro,élites indígenas,https://jichha.blogspot.com/2017/12/qamiris-aymaras-desplazamiento-e.html,,https://labtecnosocial.org/explora-bib/urbana/235.jpeg,235.jpeg
236,La multilocalidad urbano rural en Bolivia,2011,"GAM - La Paz,CIDES - UMSA,PIEB,OXFAM",ensayo,Bolivia,La Paz,Ciudad sin fronteras. Multilocalidad urbano rural en Bolivia,,"Cielo C.,Vasquez F.",Urbanización boliviana,"interacción urbano-rural,desigualdad",https://www.academia.edu/5353787/Ciudad_sin_fronteras_Multilocalidad_urbano_rural_en_Bolivia,,https://labtecnosocial.org/explora-bib/urbana/236.jpeg,236.jpeg
237,Itinerarios urbanos. Continuidades y rupturas urbano rurales,2011,"GAM - La Paz,CIDES - UMSA,PIEB,OXFAM",ensayo,Bolivia,La Paz,Ciudad sin fronteras. Multilocalidad urbano rural en Bolivia,,Antequera N.,"Cochabamba,La Paz,El Alto",interacción urbano-rural,https://www.academia.edu/5353787/Ciudad_sin_fronteras_Multilocalidad_urbano_rural_en_Bolivia,,https://labtecnosocial.org/explora-bib/urbana/237.jpeg,237.jpeg
238,La localización de las ciudades de Bolivia y el crecimiento acelerado de la aglomeración urbana paceña,2011,"GAM - La Paz,CIDES - UMSA,PIEB,OXFAM",ensayo,Bolivia,La Paz,Ciudad sin fronteras. Multilocalidad urbano rural en Bolivia,,Nuñez-Villalba J.,La Paz,demografía,https://www.academia.edu/5353787/Ciudad_sin_fronteras_Multilocalidad_urbano_rural_en_Bolivia,,https://labtecnosocial.org/explora-bib/urbana/238.jpeg,238.jpeg
239,"El ""archipiélago vertical"" andino. El control vertical de pisos ecológicos y dinámicas contemporáneas de migración",2011,"GAM - La Paz,CIDES - UMSA,PIEB,OXFAM",ensayo,Bolivia,La Paz,Ciudad sin fronteras. Multilocalidad urbano rural en Bolivia,,Jorgensen K.,Urbanización boliviana,interacción urbano-rural,https://www.academia.edu/5353787/Ciudad_sin_fronteras_Multilocalidad_urbano_rural_en_Bolivia,,https://labtecnosocial.org/explora-bib/urbana/239.jpeg,239.jpeg
240,"De la contradicción al continuum urbano rural. La urbanización, el legado colonial y la cultura de la democracia",2011,"GAM - La Paz,CIDES - UMSA,PIEB,OXFAM",ensayo,Bolivia,La Paz,Ciudad sin fronteras. Multilocalidad urbano rural en Bolivia,,Dolph C.,Urbanización boliviana,interacción urbano-rural,https://www.academia.edu/5353787/Ciudad_sin_fronteras_Multilocalidad_urbano_rural_en_Bolivia,,https://labtecnosocial.org/explora-bib/urbana/240.jpeg,240.jpeg
241,Función social de la propiedad y ciudadanía en la frontera urbana-rural,2011,"GAM - La Paz,CIDES - UMSA,PIEB,OXFAM",ensayo,Bolivia,La Paz,Ciudad sin fronteras. Multilocalidad urbano rural en Bolivia,,Achi A.,Urbanización boliviana,interacción urbano-rural,https://www.academia.edu/5353787/Ciudad_sin_fronteras_Multilocalidad_urbano_rural_en_Bolivia,,https://labtecnosocial.org/explora-bib/urbana/241.jpeg,241.jpeg
242,Ecología de barrio miseria en la ciudad de La Paz,2011,"GAM - La Paz,CIDES - UMSA,PIEB,OXFAM",articulo de investigación,Bolivia,La Paz,Ciudad sin fronteras. Multilocalidad urbano rural en Bolivia,,Perales V.,La Paz,desigualdad,https://www.academia.edu/5353787/Ciudad_sin_fronteras_Multilocalidad_urbano_rural_en_Bolivia,,https://labtecnosocial.org/explora-bib/urbana/242.jpeg,242.jpeg
243,Caranavi: diferenciación social y génesis urbana en la colonización campesina del Alto Beni,2011,"GAM - La Paz,CIDES - UMSA,PIEB,OXFAM",articulo de investigación,Bolivia,La Paz,Ciudad sin fronteras. Multilocalidad urbano rural en Bolivia,,Zalles A.,Caranavi,interacción urbano-rural,https://www.academia.edu/5353787/Ciudad_sin_fronteras_Multilocalidad_urbano_rural_en_Bolivia,,https://labtecnosocial.org/explora-bib/urbana/243.jpeg,243.jpeg
244,La acción colectiva territorial de la Media Luna. Entre la reacción sucrense y la ruralización del voto,2011,"GAM - La Paz,CIDES - UMSA,PIEB,OXFAM",ensayo,Bolivia,La Paz,Ciudad sin fronteras. Multilocalidad urbano rural en Bolivia,,Galindo F.,Santa Cruz,"discriminación,interacción urbano-rural",https://www.academia.edu/5353787/Ciudad_sin_fronteras_Multilocalidad_urbano_rural_en_Bolivia,,https://labtecnosocial.org/explora-bib/urbana/244.jpeg,244.jpeg
245,Desplazamientos urbanos. Modernidad e indigenismo de las mujeres del comercio informal en Cochabamba,2011,"GAM - La Paz,CIDES - UMSA,PIEB,OXFAM",articulo de investigación,Bolivia,La Paz,Ciudad sin fronteras. Multilocalidad urbano rural en Bolivia,,Scarborough I.,Cochabamba,"migración,comercio",https://www.academia.edu/5353787/Ciudad_sin_fronteras_Multilocalidad_urbano_rural_en_Bolivia,,https://labtecnosocial.org/explora-bib/urbana/245.jpeg,245.jpeg
246,En las puertas de la gran metrópoli. Desarrollo local y relaciones interculturales rural-urbanas en Viacha,2011,"GAM - La Paz,CIDES - UMSA,PIEB,OXFAM",articulo de investigación,Bolivia,La Paz,Ciudad sin fronteras. Multilocalidad urbano rural en Bolivia,,Galindo F.,Viacha,"interacción urbano-rural,metropolización",https://www.academia.edu/5353787/Ciudad_sin_fronteras_Multilocalidad_urbano_rural_en_Bolivia,,https://labtecnosocial.org/explora-bib/urbana/246.jpeg,246.jpeg
247,"Los espacios múltiples de una comunidad periurbana. Migraciones, pluriactividad y desarrollo en Cochabamba",2011,"GAM - La Paz,CIDES - UMSA,PIEB,OXFAM",articulo de investigación,Bolivia,La Paz,Ciudad sin fronteras. Multilocalidad urbano rural en Bolivia,,Accion Andina-Bolivia,Cochabamba,migración,https://www.academia.edu/5353787/Ciudad_sin_fronteras_Multilocalidad_urbano_rural_en_Bolivia,,https://labtecnosocial.org/explora-bib/urbana/247.jpeg,247.jpeg
248,Ciudadanía política callejera. Articulación de múltiples espacios y tiempos políticos en La Ceja de El Alto,2011,"GAM - La Paz,CIDES - UMSA,PIEB,OXFAM",articulo de investigación,Bolivia,La Paz,Ciudad sin fronteras. Multilocalidad urbano rural en Bolivia,,Arbona J.,El Alto,movimientos sociales,https://www.academia.edu/5353787/Ciudad_sin_fronteras_Multilocalidad_urbano_rural_en_Bolivia,,https://labtecnosocial.org/explora-bib/urbana/248.jpeg,248.jpeg
249,La transformación de Medellín como laboratorio urbano para la ciudad boliviana. Experiencias y desafíos para Santa Cruz de la Sierra,2011,"GAM - La Paz,CIDES - UMSA,PIEB,OXFAM",ensayo,Bolivia,La Paz,Ciudad sin fronteras. Multilocalidad urbano rural en Bolivia,,Vasquez F.,Santa Cruz,gestión municipal,https://www.academia.edu/5353787/Ciudad_sin_fronteras_Multilocalidad_urbano_rural_en_Bolivia,,https://labtecnosocial.org/explora-bib/urbana/249.jpeg,249.jpeg
250,La continuidad urbano rural y el uso de suelo urbano en Tarija,2011,"GAM - La Paz,CIDES - UMSA,PIEB,OXFAM",ensayo,Bolivia,La Paz,Ciudad sin fronteras. Multilocalidad urbano rural en Bolivia,,Aranda V.,Tarija,"suelo urbano,interacción urbano-rural",https://www.academia.edu/5353787/Ciudad_sin_fronteras_Multilocalidad_urbano_rural_en_Bolivia,,https://labtecnosocial.org/explora-bib/urbana/250.jpeg,250.jpeg
251,"La ciudad de los cholos. Mestizaje y colonialidad en Bolivia, siglos XIX y XX",2011,PIEB,reseña,Bolivia,La Paz,T'inkazos,30,Salazar de la Torre C.,"La Paz,El Alto",identidad,http://www.pieb.com.bo/2016/BPIEB/BPIEBT_Tinkazos_30.pdf,,https://labtecnosocial.org/explora-bib/urbana/251.jpeg,251.jpeg
